k, m_temp, e_temp, s0, s1, s2, s3
905, 1, 1, -2999982, -2999982, -567, -481
906, 1, 0, -2999982, -2999982, -567, -481
907, 1, 1, -2999982, -2999982, -567, -481
908, 1, 0, -2999982, -2999982, -578, -489
909, 1, 1, -2999982, -2999982, -578, -489
910, 1, 0, -2999982, -2999982, -578, -489
911, 1, 0, -2999982, -2999982, -578, -489
912, 1, 0, -2999982, -2999982, -567, -481
913, 1, 1, -2999982, -2999982, -567, -481
914, 1, 1, -2999982, -2999982, -567, -481
915, 1, 0, -2999982, -2999982, -567, -481
916, 2, 1, -2999982, -2999982, -577, -489
917, 2, 0, -2999982, -2999982, -577, -489
918, 2, 1, -2999982, -2999982, -577, -489
919, 2, 1, -2999982, -2999982, -577, -489
920, 2, 1, -2999982, -2999982, -577, -489
921, 2, 0, -2999982, -2999982, -577, -489
922, 2, 0, -2999982, -2999982, -577, -489
923, 2, 0, -2999982, -2999982, -577, -489
924, 1, 0, -2999982, -2999982, 28, 14
925, 1, 0, -2999982, -2999982, 28, 14
926, 1, 1, -2999982, -2999982, 28, 14
927, 1, 1, -2999982, -2999982, 28, 14
928, 1, 0, -2999982, -2999982, -1112, -924
929, 1, 0, -2999982, -2999982, -1112, -924
930, 1, 0, -2999982, -2999982, -1112, -924
931, 1, 0, -2999982, -2999982, -1112, -924
932, 1, 0, -2999982, -2999982, -9, -26
933, 1, 0, -2999982, -2999982, -9, -26
934, 1, 1, -2999982, -2999982, -9, -26
935, 1, 1, -2999982, -2999982, -9, -26
936, 2, 1, -2999982, -2999982, -1133, -941
937, 2, 0, -2999982, -2999982, -1133, -941
938, 2, 0, -2999982, -2999982, -1133, -941
939, 2, 1, -2999982, -2999982, -1133, -941
940, 2, 1, -2999982, -2999982, -1133, -941
941, 2, 1, -2999982, -2999982, -1133, -941
942, 2, 1, -2999982, -2999982, -1133, -941
943, 2, 0, -2999982, -2999982, -1133, -941
944, 1, 1, -2999982, -2999982, 583, 466
945, 1, 0, -2999982, -2999982, 583, 466
946, 1, 0, -2999982, -2999982, 583, 466
947, 1, 0, -2999982, -2999982, 583, 466
948, 1, 1, -2999967, -2999967, -1692, -1400
949, 1, 0, -2999967, -2999967, -1692, -1400
950, 1, 0, -2999967, -2999967, -1692, -1400
951, 1, 1, -2999967, -2999967, -1692, -1400
952, 1, 1, -2999983, -2999983, -364, -333
953, 2, 1, -2999983, -2999983, -364, -333
954, 2, 1, -2999983, -2999983, -364, -333
955, 2, 0, -2999983, -2999983, -364, -333
956, 2, 1, -2999983, -2999983, -364, -333
957, 2, 1, -2999983, -2999983, -364, -333
958, 2, 1, -2999983, -2999983, -364, -333
959, 2, 0, -2999983, -2999983, -364, -333
960, 1, 1, -2999983, -2999983, -235, -198
961, 1, 1, -2999983, -2999983, -235, -198
962, 1, 0, -2999983, -2999983, -235, -198
963, 1, 1, -2999983, -2999983, -235, -198
964, 1, 0, -2999983, -2999983, -238, -201
965, 1, 1, -2999983, -2999983, -238, -201
966, 1, 0, -2999983, -2999983, -238, -201
967, 1, 0, -2999983, -2999983, -238, -201
968, 1, 0, -3168106, -3165371, -53576892, -53573964
969, 1, 0, -3168106, -3165371, -53576892, -53573964
970, 1, 0, -3168106, -3165371, -53576892, -53573964
971, 1, 1, -3168106, -3165371, -53576892, -53573964
972, 1, 1, -4149171, -4149654, 3518982, 3513108
973, 2, 1, -4149171, -4149654, 3518982, 3513108
974, 2, 0, -4149171, -4149654, 3518982, 3513108
975, 2, 1, -4149171, -4149654, 3518982, 3513108
976, 2, 1, -4149171, -4149654, 3518982, 3513108
977, 2, 1, -4149171, -4149654, 3518982, 3513108
978, 2, 0, -4149171, -4149654, 3518982, 3513108
979, 2, 0, -4149171, -4149654, 3518982, 3513108
980, 1, 1, -3788787, -3788502, -4529114, -4530187
981, 1, 0, -3788787, -3788502, -4529114, -4530187
982, 1, 0, -3788787, -3788502, -4529114, -4530187
983, 1, 1, -3788787, -3788502, -4529114, -4530187
984, 1, 1, -3910294, -3909998, -6416380, -6417534
985, 2, 1, -3910294, -3909998, -6416380, -6417534
986, 2, 1, -3910294, -3909998, -6416380, -6417534
987, 2, 0, -3910294, -3909998, -6416380, -6417534
988, 2, 0, -3910294, -3909998, -6416380, -6417534
989, 2, 1, -3910294, -3909998, -6416380, -6417534
990, 2, 0, -3910294, -3909998, -6416380, -6417534
991, 2, 1, -3910294, -3909998, -6416380, -6417534
992, 1, 0, -4138135, -4138321, 3009107, 3008019
993, 1, 0, -4138135, -4138321, 3009107, 3008019
994, 1, 0, -4138135, -4138321, 3009107, 3008019
995, 1, 0, -4138135, -4138321, 3009107, 3008019
996, 1, 0, -4059012, -4059198, 4061300, 4060954
997, 1, 0, -4059012, -4059198, 4061300, 4060954
998, 1, 0, -4059012, -4059198, 4061300, 4060954
999, 1, 0, -4059012, -4059198, 4061300, 4060954
1000, 1, 0, -3991043, -3991014, -162591, -160525
1001, 2, 0, -3991043, -3991014, -162591, -160525
1002, 2, 0, -3991043, -3991014, -162591, -160525
1003, 2, 0, -3991043, -3991014, -162591, -160525
1004, 2, 0, -3991043, -3991014, -162591, -160525
1005, 2, 0, -3991043, -3991014, -162591, -160525
1006, 2, 0, -3991043, -3991014, -162591, -160525
1007, 2, 0, -3991043, -3991014, -162591, -160525
1008, 2, 0, -4015362, -4015334, -633896, -630304
1009, 2, 0, -4015362, -4015334, -633896, -630304
1010, 2, 0, -4015362, -4015334, -633896, -630304
1011, 2, 0, -4015362, -4015334, -633896, -630304
1012, 2, 0, -4015362, -4015334, -633896, -630304
1013, 2, 0, -4015362, -4015334, -633896, -630304
1014, 2, 0, -4015362, -4015334, -633896, -630304
1015, 2, 0, -4015362, -4015334, -633896, -630304
1016, 1, 0, -3729051, -3734089, 98658976, 98651016
1017, 1, 0, -3729051, -3734089, 98658976, 98651016
1018, 1, 0, -3729051, -3734089, 98658976, 98651016
1019, 1, 0, -3729051, -3734089, 98658976, 98651016
1020, 1, 0, -4194304, -4194304, -4194304, -4194304
1021, 1, 0, -4194304, -4194304, -4194304, -4194304
1022, 1, 0, -4194304, -4194304, -4194304, -4194304
1023, 1, 0, -4194304, -4194304, -4194304, -4194304
1024, 1, 0, -4194304, -4194304, -4194304, -4194304
1025, 1, 0, -4194304, -4194304, -4194304, -4194304
1026, 1, 0, -4194304, -4194304, -4194304, -4194304
1027, 1, 0, -4194304, -4194304, -4194304, -4194304
1028, 1, 0, -4194304, -4194304, -4194304, -4194304
1029, 1, 0, -4194304, -4194304, -4194304, -4194304
1030, 1, 0, -4194304, -4194304, -4194304, -4194304
1031, 1, 0, -4194304, -4194304, -4194304, -4194304
1032, 1, 0, -4194304, -4194304, -4194304, -4194304
1033, 1, 0, -4194304, -4194304, -4194304, -4194304
1034, 1, 0, -4194304, -4194304, -4194304, -4194304
1035, 1, 0, -4194304, -4194304, -4194304, -4194304
1036, 1, 0, -4194304, -4194304, -4194304, -4194304
1037, 1, 0, -4194304, -4194304, -4194304, -4194304
1038, 1, 0, -4194304, -4194304, -4194304, -4194304
1039, 1, 0, -4194304, -4194304, -4194304, -4194304
1040, 1, 0, -4194304, -4194304, -4194304, -4194304
1041, 1, 0, -4194304, -4194304, -4194304, -4194304
1042, 1, 0, -4194304, -4194304, -4194304, -4194304
1043, 1, 0, -4194304, -4194304, -4194304, -4194304
1044, 1, 0, -4194304, -4194304, -4194304, -4194304
1045, 1, 0, -4194304, -4194304, -4194304, -4194304
1046, 1, 0, -4194304, -4194304, -4194304, -4194304
1047, 1, 0, -4194304, -4194304, -4194304, -4194304
1048, 1, 0, -4194304, -4194304, -4194304, -4194304
1049, 1, 0, -4194304, -4194304, -4194304, -4194304
1050, 1, 0, -4194304, -4194304, -4194304, -4194304
1051, 1, 0, -4194304, -4194304, -4194304, -4194304
1052, 1, 0, -4194304, -4194304, -4194304, -4194304
1053, 1, 0, -4194304, -4194304, -4194304, -4194304
1054, 1, 0, -4194304, -4194304, -4194304, -4194304
1055, 1, 0, -4194304, -4194304, -4194304, -4194304
1056, 1, 0, -4194304, -4194304, -4194304, -4194304
1057, 1, 0, -4194304, -4194304, -4194304, -4194304
1058, 1, 0, -4194304, -4194304, -4194304, -4194304
1059, 1, 0, -4194304, -4194304, -4194304, -4194304
1060, 1, 0, -4194304, -4194304, -4194304, -4194304
1061, 1, 0, -4194304, -4194304, -4194304, -4194304
1062, 1, 0, -4194304, -4194304, -4194304, -4194304
1063, 1, 0, -4194304, -4194304, -4194304, -4194304
1064, 1, 0, -4194304, -4194304, -4194304, -4194304
1065, 1, 0, -4194304, -4194304, -4194304, -4194304
1066, 1, 0, -4194304, -4194304, -4194304, -4194304
1067, 1, 0, -4194304, -4194304, -4194304, -4194304
1068, 1, 0, -4194304, -4194304, -4194304, -4194304
1069, 1, 0, -4194304, -4194304, -4194304, -4194304
1070, 1, 0, -4194304, -4194304, -4194304, -4194304
1071, 1, 0, -4194304, -4194304, -4194304, -4194304
1072, 1, 0, -4194304, -4194304, -4194304, -4194304
1073, 1, 0, -4194304, -4194304, -4194304, -4194304
1074, 1, 0, -4194304, -4194304, -4194304, -4194304
1075, 1, 0, -4194304, -4194304, -4194304, -4194304
1076, 1, 0, -4194304, -4194304, -4194304, -4194304
1077, 1, 0, -4194304, -4194304, -4194304, -4194304
1078, 1, 0, -4194304, -4194304, -4194304, -4194304
1079, 1, 0, -4194304, -4194304, -4194304, -4194304
1080, 1, 0, -4194304, -4194304, -4194304, -4194304
1081, 1, 0, -4194304, -4194304, -4194304, -4194304
1082, 1, 0, -4194304, -4194304, -4194304, -4194304
1083, 1, 0, -4194304, -4194304, -4194304, -4194304
1084, 1, 0, -4194304, -4194304, -4194304, -4194304
1085, 1, 0, -4194304, -4194304, -4194304, -4194304
1086, 1, 0, -4194304, -4194304, -4194304, -4194304
1087, 1, 0, -4194304, -4194304, -4194304, -4194304
1088, 1, 0, -4194304, -4194304, -4194304, -4194304
1089, 1, 0, -4194304, -4194304, -4194304, -4194304
1090, 1, 0, -4194304, -4194304, -4194304, -4194304
1091, 1, 0, -4194304, -4194304, -4194304, -4194304
1092, 1, 0, -4194304, -4194304, -4194304, -4194304
1093, 1, 0, -4194304, -4194304, -4194304, -4194304
1094, 1, 0, -4194304, -4194304, -4194304, -4194304
1095, 1, 0, -4194304, -4194304, -4194304, -4194304
1096, 1, 0, -4194304, -4194304, -4194304, -4194304
1097, 1, 0, -4194304, -4194304, -4194304, -4194304
1098, 1, 0, -4194304, -4194304, -4194304, -4194304
1099, 1, 0, -4194304, -4194304, -4194304, -4194304
1100, 1, 0, -4194304, -4194304, -4194304, -4194304
1101, 1, 0, -4194304, -4194304, -4194304, -4194304
1102, 1, 0, -4194304, -4194304, -4194304, -4194304
1103, 1, 0, -4194304, -4194304, -4194304, -4194304
1104, 1, 0, -4194304, -4194304, -4194304, -4194304
1105, 1, 0, -4194304, -4194304, -4194304, -4194304
1106, 1, 0, -4194304, -4194304, -4194304, -4194304
1107, 1, 0, -4194304, -4194304, -4194304, -4194304
1108, 1, 0, -4194304, -4194304, -4194304, -4194304
1109, 1, 0, -4194304, -4194304, -4194304, -4194304
1110, 1, 0, -4194304, -4194304, -4194304, -4194304
1111, 1, 0, -4194304, -4194304, -4194304, -4194304
1112, 1, 0, -4194304, -4194304, -4194304, -4194304
1113, 1, 0, -4194304, -4194304, -4194304, -4194304
1114, 1, 0, -4194304, -4194304, -4194304, -4194304
1115, 1, 0, -4194304, -4194304, -4194304, -4194304
1116, 1, 0, -4194304, -4194304, -4194304, -4194304
1117, 1, 0, -4194304, -4194304, -4194304, -4194304
1118, 1, 0, -4194304, -4194304, -4194304, -4194304
1119, 1, 0, -4194304, -4194304, -4194304, -4194304
1120, 1, 0, -4194304, -4194304, -4194304, -4194304
1121, 1, 0, -4194304, -4194304, -4194304, -4194304
1122, 1, 0, -4194304, -4194304, -4194304, -4194304
1123, 1, 0, -4194304, -4194304, -4194304, -4194304
1124, 1, 0, -4194304, -4194304, -4194304, -4194304
1125, 1, 0, -4194304, -4194304, -4194304, -4194304
1126, 1, 0, -4194304, -4194304, -4194304, -4194304
1127, 1, 0, -4194304, -4194304, -4194304, -4194304
1128, 1, 0, -4194304, -4194304, -4194304, -4194304
1129, 1, 0, -4194304, -4194304, -4194304, -4194304
1130, 1, 0, -4194304, -4194304, -4194304, -4194304
1131, 1, 0, -4194304, -4194304, -4194304, -4194304
1132, 1, 0, -4194304, -4194304, -4194304, -4194304
1133, 1, 0, -4194304, -4194304, -4194304, -4194304
1134, 1, 0, -4194304, -4194304, -4194304, -4194304
1135, 1, 0, -4194304, -4194304, -4194304, -4194304
1136, 1, 0, -4194304, -4194304, -4194304, -4194304
1137, 1, 0, -4194304, -4194304, -4194304, -4194304
1138, 1, 0, -4194304, -4194304, -4194304, -4194304
1139, 1, 0, -4194304, -4194304, -4194304, -4194304
1140, 1, 0, -4194304, -4194304, -4194304, -4194304
1141, 2, 0, -4194304, -4194304, -4194304, -4194304
1142, 2, 0, -4194304, -4194304, -4194304, -4194304
1143, 2, 0, -4194304, -4194304, -4194304, -4194304
1144, 2, 0, -4194304, -4194304, -4194304, -4194304
1145, 2, 0, -4194304, -4194304, -4194304, -4194304
1146, 2, 0, -4194304, -4194304, -4194304, -4194304
1147, 2, 0, -4194304, -4194304, -4194304, -4194304
1148, 2, 0, -4194304, -4194304, -4194304, -4194304
1149, 2, 0, -4194304, -4194304, -4194304, -4194304
1150, 2, 0, -4194304, -4194304, -4194304, -4194304
1151, 2, 0, -4194304, -4194304, -4194304, -4194304
1152, 2, 0, -4194304, -4194304, -4194304, -4194304
1153, 2, 0, -4194304, -4194304, -4194304, -4194304
1154, 2, 0, -4194304, -4194304, -4194304, -4194304
1155, 2, 0, -4194304, -4194304, -4194304, -4194304
1156, 1, 0, -4194304, -4194304, -4194304, -4194304
1157, 1, 0, -4194304, -4194304, -4194304, -4194304
1158, 1, 0, -4194304, -4194304, -4194304, -4194304
1159, 1, 0, -4194304, -4194304, -4194304, -4194304
1160, 1, 0, -4194304, -4194304, -4194304, -4194304
1161, 2, 0, -4194304, -4194304, -4194304, -4194304
1162, 2, 0, -4194304, -4194304, -4194304, -4194304
1163, 2, 0, -4194304, -4194304, -4194304, -4194304
1164, 2, 0, -4194304, -4194304, -4194304, -4194304
1165, 2, 0, -4194304, -4194304, -4194304, -4194304
1166, 2, 0, -4194304, -4194304, -4194304, -4194304
1167, 2, 0, -4194304, -4194304, -4194304, -4194304
1168, 2, 0, -4194304, -4194304, -4194304, -4194304
1169, 2, 0, -4194304, -4194304, -4194304, -4194304
1170, 2, 0, -4194304, -4194304, -4194304, -4194304
1171, 2, 0, -4194304, -4194304, -4194304, -4194304
1172, 2, 0, -4194304, -4194304, -4194304, -4194304
1173, 2, 0, -4194304, -4194304, -4194304, -4194304
1174, 2, 0, -4194304, -4194304, -4194304, -4194304
1175, 2, 0, -4194304, -4194304, -4194304, -4194304
1176, 1, 0, -4194304, -4194304, -4194304, -4194304
1177, 1, 0, -4194304, -4194304, -4194304, -4194304
1178, 1, 0, -4194304, -4194304, -4194304, -4194304
1179, 1, 0, -4194304, -4194304, -4194304, -4194304
1180, 1, 0, -4194304, -4194304, -4194304, -4194304
1181, 1, 0, -4194304, -4194304, -4194304, -4194304
1182, 1, 0, -4194304, -4194304, -4194304, -4194304
1183, 1, 0, -4194304, -4194304, -4194304, -4194304
1184, 1, 0, -4194304, -4194304, -4194304, -4194304
1185, 1, 0, -4194304, -4194304, -4194304, -4194304
1186, 1, 0, -4194304, -4194304, -4194304, -4194304
1187, 1, 0, -4194304, -4194304, -4194304, -4194304
1188, 1, 0, -4194304, -4194304, -4194304, -4194304
1189, 1, 0, -4194304, -4194304, -4194304, -4194304
1190, 1, 0, -4194304, -4194304, -4194304, -4194304
1191, 1, 0, -4194304, -4194304, -4194304, -4194304
1192, 1, 0, -4194304, -4194304, -4194304, -4194304
1193, 1, 0, -4194304, -4194304, -4194304, -4194304
1194, 1, 0, -4194304, -4194304, -4194304, -4194304
1195, 1, 0, -4194304, -4194304, -4194304, -4194304
1196, 1, 0, -4194304, -4194304, -4194304, -4194304
1197, 1, 0, -4194304, -4194304, -4194304, -4194304
1198, 1, 0, -4194304, -4194304, -4194304, -4194304
1199, 1, 0, -4194304, -4194304, -4194304, -4194304
