k, s0, s1, s2, s3, s4
747, -3000025, -3000025, -88, -34, 0
748, -3000025, -3000025, 1734, 1358, 1
749, -3000025, -3000025, 1734, 1358, 1
750, -3000025, -3000025, 1734, 1358, 1
751, -3000025, -3000025, 1734, 1358, 1
752, -3000025, -3000025, -99, -42, 0
753, -3000025, -3000025, -99, -42, 0
754, -3000025, -3000025, -99, -42, 0
755, -3000025, -3000025, -99, -42, 0
756, -3000025, -3000025, 1745, 1367, 1
757, -3000025, -3000025, 1745, 1367, 1
758, -3000025, -3000025, 1745, 1367, 1
759, -3000025, -3000025, 1745, 1367, 1
760, -3000025, -3000025, -110, -51, 0
761, -3000025, -3000025, -110, -51, 0
762, -3000025, -3000025, -110, -51, 0
763, -3000025, -3000025, -110, -51, 0
764, -3000025, -3000025, -110, -51, 0
765, -3000025, -3000025, -110, -51, 0
766, -3000025, -3000025, -110, -51, 0
767, -3000025, -3000025, -110, -51, 0
768, -3000025, -3000025, 973, 759, 0
769, -3000025, -3000025, 973, 759, 0
770, -3000025, -3000025, 973, 759, 0
771, -3000025, -3000025, 973, 759, 0
772, -3000025, -3000025, 611, 501, 0
773, -3000025, -3000025, 611, 501, 0
774, -3000025, -3000025, 611, 501, 0
775, -3000025, -3000025, 611, 501, 0
776, -3000025, -3000025, 611, 501, 0
777, -3000025, -3000025, 611, 501, 0
778, -3000025, -3000025, 611, 501, 0
779, -3000025, -3000025, 611, 501, 0
780, -3000025, -3000025, 253, 209, 0
781, -3000025, -3000025, 253, 209, 0
782, -3000025, -3000025, 253, 209, 0
783, -3000025, -3000025, 253, 209, 0
784, -3000025, -3000025, 253, 209, 0
785, -3000025, -3000025, 253, 209, 0
786, -3000025, -3000025, 253, 209, 0
787, -3000025, -3000025, 253, 209, 0
788, -3000025, -3000025, 253, 209, 0
789, -3000025, -3000025, 253, 209, 0
790, -3000025, -3000025, 253, 209, 0
791, -3000025, -3000025, 253, 209, 0
792, -3000025, -3000025, 253, 209, 0
793, -3000025, -3000025, 253, 209, 0
794, -3000025, -3000025, 253, 209, 0
795, -3000025, -3000025, 253, 209, 0
796, -3000025, -3000025, 136, 111, 0
797, -3000025, -3000025, 136, 111, 0
798, -3000025, -3000025, 136, 111, 0
799, -3000025, -3000025, 136, 111, 0
800, -3000025, -3000025, 136, 111, 0
801, -3000025, -3000025, 136, 111, 0
802, -3000025, -3000025, 136, 111, 0
803, -3000025, -3000025, 136, 111, 0
804, -3000025, -3000025, 136, 111, 0
805, -3000025, -3000025, 136, 111, 0
806, -3000025, -3000025, 136, 111, 0
807, -3000025, -3000025, 136, 111, 0
808, -3000025, -3000025, 136, 111, 0
809, -3000025, -3000025, 136, 111, 0
810, -3000025, -3000025, 136, 111, 0
811, -3000025, -3000025, 136, 111, 0
812, -3000025, -3000025, 218, 174, 0
813, -3000025, -3000025, 218, 174, 0
814, -3000025, -3000025, 218, 174, 0
815, -3000025, -3000025, 218, 174, 0
816, -3000025, -3000025, 218, 174, 0
817, -3000025, -3000025, 218, 174, 0
818, -3000025, -3000025, 218, 174, 0
819, -3000025, -3000025, 218, 174, 0
820, -3000025, -3000025, 537, 426, 0
821, -3000025, -3000025, 537, 426, 0
822, -3000025, -3000025, 537, 426, 0
823, -3000025, -3000025, 537, 426, 0
824, -3000025, -3000025, 1048, 834, 0
825, -3000025, -3000025, 1048, 834, 0
826, -3000025, -3000025, 1048, 834, 0
827, -3000025, -3000025, 1048, 834, 0
828, -3000025, -3000025, 611, 501, 0
829, -3000025, -3000025, 611, 501, 0
830, -3000025, -3000025, 611, 501, 0
831, -3000025, -3000025, 611, 501, 0
832, -3000025, -3000025, 1036, 825, 0
833, -3000025, -3000025, 1036, 825, 0
834, -3000025, -3000025, 1036, 825, 0
835, -3000025, -3000025, 1036, 825, 0
836, -3000025, -3000025, 622, 509, 0
837, -3000025, -3000025, 622, 509, 0
838, -3000025, -3000025, 622, 509, 0
839, -3000025, -3000025, 622, 509, 0
840, -3000025, -3000025, 1025, 816, 0
841, -3000025, -3000025, 1025, 816, 0
842, -3000025, -3000025, 1025, 816, 0
843, -3000025, -3000025, 1025, 816, 0
844, -3000025, -3000025, 633, 517, 0
845, -3000025, -3000025, 633, 517, 0
846, -3000025, -3000025, 633, 517, 0
847, -3000025, -3000025, 633, 517, 0
848, -3000025, -3000025, 633, 517, 0
849, -3000025, -3000025, 633, 517, 0
850, -3000025, -3000025, 633, 517, 0
851, -3000025, -3000025, 633, 517, 0
852, -3000025, -3000025, 231, 193, 0
853, -3000025, -3000025, 231, 193, 0
854, -3000025, -3000025, 231, 193, 0
855, -3000025, -3000025, 231, 193, 0
856, -3000025, -3000025, 1404, 1017, 1
857, -3000025, -3000025, 1404, 1017, 1
858, -3000025, -3000025, 1404, 1017, 1
859, -3000025, -3000025, 1404, 1017, 1
860, -3000025, -3000025, 306, 267, 0
861, -3000025, -3000025, 306, 267, 0
862, -3000025, -3000025, 306, 267, 0
863, -3000025, -3000025, 306, 267, 0
864, -3000025, -3000025, 1392, 1007, 1
865, -3000025, -3000025, 1392, 1007, 1
866, -3000025, -3000025, 1392, 1007, 1
867, -3000025, -3000025, 1392, 1007, 1
868, -3000025, -3000025, 317, 276, 0
869, -3000025, -3000025, 317, 276, 0
870, -3000025, -3000025, 317, 276, 0
871, -3000025, -3000025, 317, 276, 0
872, -3000025, -3000025, 1393, 1008, 1
873, -3000025, -3000025, 1393, 1008, 1
874, -3000025, -3000025, 1393, 1008, 1
875, -3000025, -3000025, 1393, 1008, 1
876, -3000025, -3000025, 1393, 1008, 1
877, -3000025, -3000025, 1393, 1008, 1
878, -3000025, -3000025, 1393, 1008, 1
879, -3000025, -3000025, 1393, 1008, 1
880, -3000025, -3000025, -483, -353, 0
881, -3000025, -3000025, -483, -353, 0
882, -3000025, -3000025, -483, -353, 0
883, -3000025, -3000025, -483, -353, 0
884, -3000025, -3000025, 2074, 1618, 2
885, -3000025, -3000025, 2074, 1618, 2
886, -3000025, -3000025, 2074, 1618, 2
887, -3000025, -3000025, 2074, 1618, 2
888, -3000025, -3000025, -425, -291, 0
889, -3000025, -3000025, -425, -291, 0
890, -3000025, -3000025, -425, -291, 0
891, -3000025, -3000025, -425, -291, 0
892, -3000025, -3000025, -425, -291, 0
893, -3000025, -3000025, -425, -291, 0
894, -3000025, -3000025, -425, -291, 0
895, -3000025, -3000025, -425, -291, 0
896, -3000025, -3000025, 1467, 813, 1
897, -3000025, -3000025, 1467, 813, 1
898, -3000025, -3000025, 1467, 813, 1
899, -3000025, -3000025, 1467, 813, 1
900, -3000025, -3000025, 307, 268, 0
901, -3000025, -3000025, 307, 268, 0
902, -3000025, -3000025, 307, 268, 0
903, -3000025, -3000025, 307, 268, 0
904, -3000025, -3000025, 1392, 1007, 1
905, -3000025, -3000025, 1392, 1007, 1
906, -3000025, -3000025, 1392, 1007, 1
907, -3000025, -3000025, 1392, 1007, 1
908, -3000025, -3000025, 317, 276, 0
909, -3000025, -3000025, 317, 276, 0
910, -3000025, -3000025, 317, 276, 0
911, -3000025, -3000025, 317, 276, 0
912, -3000025, -3000025, 1393, 1008, 1
913, -3000025, -3000025, 1393, 1008, 1
914, -3000025, -3000025, 1393, 1008, 1
915, -3000025, -3000025, 1393, 1008, 1
916, -3000025, -3000025, 317, 276, 0
917, -3000025, -3000025, 317, 276, 0
918, -3000025, -3000025, 317, 276, 0
919, -3000025, -3000025, 317, 276, 0
920, -3000025, -3000025, 317, 276, 0
921, -3000025, -3000025, 317, 276, 0
922, -3000025, -3000025, 317, 276, 0
923, -3000025, -3000025, 317, 276, 0
924, -3000025, -3000025, 548, 434, 0
925, -3000025, -3000025, 548, 434, 0
926, -3000025, -3000025, 548, 434, 0
927, -3000025, -3000025, 548, 434, 0
928, -3000025, -3000025, 1037, 826, 0
929, -3000025, -3000025, 1037, 826, 0
930, -3000025, -3000025, 1037, 826, 0
931, -3000025, -3000025, 1037, 826, 0
932, -3000025, -3000025, 622, 509, 0
933, -3000025, -3000025, 622, 509, 0
934, -3000025, -3000025, 622, 509, 0
935, -3000025, -3000025, 622, 509, 0
936, -3000025, -3000025, 1025, 816, 0
937, -3000025, -3000025, 1025, 816, 0
938, -3000025, -3000025, 1025, 816, 0
939, -3000025, -3000025, 1025, 816, 0
940, -3000025, -3000025, 1025, 816, 0
941, -3000025, -3000025, 1025, 816, 0
942, -3000025, -3000025, 1025, 816, 0
943, -3000025, -3000025, 1025, 816, 0
944, -3000025, -3000025, -167, -111, 0
945, -3000025, -3000025, -167, -111, 0
946, -3000025, -3000025, -167, -111, 0
947, -3000025, -3000025, -167, -111, 0
948, -3000025, -3000025, 1758, 1377, 1
949, -3000025, -3000025, 1758, 1377, 1
950, -3000025, -3000025, 1758, 1377, 1
951, -3000025, -3000025, 1758, 1377, 1
952, -3000025, -3000025, -121, -59, 0
953, -3000025, -3000025, -121, -59, 0
954, -3000025, -3000025, -121, -59, 0
955, -3000025, -3000025, -121, -59, 0
956, -3000025, -3000025, -121, -59, 0
957, -3000025, -3000025, -121, -59, 0
958, -3000025, -3000025, -121, -59, 0
959, -3000025, -3000025, -121, -59, 0
960, -3000025, -3000025, 984, 768, 1
961, -3000025, -3000025, 984, 768, 1
962, -3000025, -3000025, 984, 768, 1
963, -3000025, -3000025, 984, 768, 1
964, -3000025, -3000025, 885, 1111, 1
965, -3000025, -3000025, 885, 1111, 1
966, -3000025, -3000025, 885, 1111, 1
967, -3000025, -3000025, 885, 1111, 1
968, -3173519, -3170785, -53867756, -53862856, -59696
969, -3173519, -3170785, -53867756, -53862856, -59696
970, -3173519, -3170785, -53867756, -53862856, -59696
971, -3173519, -3170785, -53867756, -53862856, -59696
972, -4147832, -4148334, 4180789, 4180553, 10926
973, -4147832, -4148334, 4180789, 4180553, 10926
974, -4147832, -4148334, 4180789, 4180553, 10926
975, -4147832, -4148334, 4180789, 4180553, 10926
976, -4147832, -4148334, 4180789, 4180553, 10926
977, -4147832, -4148334, 4180789, 4180553, 10926
978, -4147832, -4148334, 4180789, 4180553, 10926
979, -4147832, -4148334, 4180789, 4180553, 10926
980, -3776493, -3776191, -4952033, -4949136, -6638
981, -3776493, -3776191, -4952033, -4949136, -6638
982, -3776493, -3776191, -4952033, -4949136, -6638
983, -3776493, -3776191, -4952033, -4949136, -6638
984, -3905995, -3905685, -6736439, -6734947, -6765
985, -3905995, -3905685, -6736439, -6734947, -6765
986, -3905995, -3905685, -6736439, -6734947, -6765
987, -3905995, -3905685, -6736439, -6734947, -6765
988, -3905995, -3905685, -6736439, -6734947, -6765
989, -3905995, -3905685, -6736439, -6734947, -6765
990, -3905995, -3905685, -6736439, -6734947, -6765
991, -3905995, -3905685, -6736439, -6734947, -6765
992, -4143804, -4143999, 3209536, 3207035, 4268
993, -4143804, -4143999, 3209536, 3207035, 4268
994, -4143804, -4143999, 3209536, 3207035, 4268
995, -4143804, -4143999, 3209536, 3207035, 4268
996, -4060772, -4060968, 4258807, 4256872, 4268
997, -4060772, -4060968, 4258807, 4256872, 4268
998, -4060772, -4060968, 4258807, 4256872, 4268
999, -4060772, -4060968, 4258807, 4256872, 4268
