k, s0, s1, s2, s3, s4
906, -3000041, -3000041, 1516, 1212, 1
907, -3000041, -3000041, 1516, 1212, 1
908, -3000041, -3000041, 1123, 951, 1
909, -3000041, -3000041, 1123, 951, 1
910, -3000041, -3000041, 1123, 951, 1
911, -3000041, -3000041, 1123, 951, 1
912, -3000041, -3000041, 1516, 1212, 1
913, -3000041, -3000041, 1516, 1212, 1
914, -3000041, -3000041, 1516, 1212, 1
915, -3000041, -3000041, 1516, 1212, 1
916, -3000041, -3000041, 1123, 951, 1
917, -3000041, -3000041, 1123, 951, 1
918, -3000041, -3000041, 1123, 951, 1
919, -3000041, -3000041, 1123, 951, 1
920, -3000041, -3000041, 1516, 1212, 1
921, -3000041, -3000041, 1516, 1212, 1
922, -3000041, -3000041, 1516, 1212, 1
923, -3000041, -3000041, 1516, 1212, 1
924, -3000041, -3000041, 1123, 951, 1
925, -3000041, -3000041, 1123, 951, 1
926, -3000041, -3000041, 1123, 951, 1
927, -3000041, -3000041, 1123, 951, 1
928, -3000041, -3000041, 1516, 1212, 1
929, -3000041, -3000041, 1516, 1212, 1
930, -3000041, -3000041, 1516, 1212, 1
931, -3000041, -3000041, 1516, 1212, 1
932, -3000041, -3000041, 1123, 951, 1
933, -3000041, -3000041, 1123, 951, 1
934, -3000041, -3000041, 1123, 951, 1
935, -3000041, -3000041, 1123, 951, 1
936, -3000041, -3000041, 1516, 1212, 1
937, -3000041, -3000041, 1516, 1212, 1
938, -3000041, -3000041, 1516, 1212, 1
939, -3000041, -3000041, 1516, 1212, 1
940, -3000041, -3000041, 1123, 951, 1
941, -3000041, -3000041, 1123, 951, 1
942, -3000041, -3000041, 1123, 951, 1
943, -3000041, -3000041, 1123, 951, 1
944, -3000041, -3000041, 1516, 1212, 1
945, -3000041, -3000041, 1516, 1212, 1
946, -3000041, -3000041, 1516, 1212, 1
947, -3000041, -3000041, 1516, 1212, 1
948, -3000041, -3000041, 1123, 951, 1
949, -3000041, -3000041, 1123, 951, 1
950, -3000041, -3000041, 1123, 951, 1
951, -3000041, -3000041, 1123, 951, 1
952, -3000041, -3000041, 1516, 1212, 1
953, -3000041, -3000041, 1516, 1212, 1
954, -3000041, -3000041, 1516, 1212, 1
955, -3000041, -3000041, 1516, 1212, 1
956, -3000041, -3000041, 1123, 951, 1
957, -3000041, -3000041, 1123, 951, 1
958, -3000041, -3000041, 1123, 951, 1
959, -3000041, -3000041, 1123, 951, 1
960, -3000041, -3000041, 1516, 1212, 1
961, -3000041, -3000041, 1516, 1212, 1
962, -3000041, -3000041, 1516, 1212, 1
963, -3000041, -3000041, 1516, 1212, 1
964, -3173532, -3170798, -53867644, -53861944, -59695
965, -3173532, -3170798, -53867644, -53861944, -59695
966, -3173532, -3170798, -53867644, -53861944, -59695
967, -3173532, -3170798, -53867644, -53861944, -59695
968, -4147834, -4148335, 4181118, 4180760, 10926
969, -4147834, -4148335, 4181118, 4180760, 10926
970, -4147834, -4148335, 4181118, 4180760, 10926
971, -4147834, -4148335, 4181118, 4180760, 10926
972, -3979534, -3979464, -339170, -338943, -1527
973, -3979534, -3979464, -339170, -338943, -1527
974, -3979534, -3979464, -339170, -338943, -1527
975, -3979534, -3979464, -339170, -338943, -1527
976, -4002663, -4002673, 31839, 31581, 196
977, -4002663, -4002673, 31839, 31581, 196
978, -4002663, -4002673, 31839, 31581, 196
979, -4002663, -4002673, 31839, 31581, 196
980, -3999747, -3999747, -973, -671, -21
981, -3999747, -3999747, -973, -671, -21
982, -3999747, -3999747, -973, -671, -21
983, -3999747, -3999747, -973, -671, -21
984, -4000046, -4000047, 2110, 1918, 4
985, -4000046, -4000047, 2110, 1918, 4
986, -4000046, -4000047, 2110, 1918, 4
987, -4000046, -4000047, 2110, 1918, 4
988, -4000043, -4000043, -1088, -764, -1
989, -4000043, -4000043, -1088, -764, -1
990, -4000043, -4000043, -1088, -764, -1
991, -4000043, -4000043, -1088, -764, -1
992, -4000042, -4000042, 3951, 3076, 4
993, -4000042, -4000042, 3951, 3076, 4
994, -4000042, -4000042, 3951, 3076, 4
995, -4000042, -4000042, 3951, 3076, 4
996, -4000043, -4000043, -1180, -845, -1
997, -4000043, -4000043, -1180, -845, -1
998, -4000043, -4000043, -1180, -845, -1
999, -4000043, -4000043, -1180, -845, -1
